index,build,test_index,PARALLEL,CPU,WINDOW,CONGESTION,NODELAY,THROUGHPUT,run_index
133,IPerf,133,6,1,4,bbr,Nagle disabled,144703488.0,0
134,IPerf,134,7,1,4,bbr,Nagle disabled,173015040.0,0
135,IPerf,135,8,1,4,bbr,Nagle disabled,203423744.0,0
136,IPerf,136,1,2,4,bbr,Nagle disabled,19188940.8,0
137,IPerf,137,2,2,4,bbr,Nagle disabled,40999321.6,0
138,IPerf,138,3,2,4,bbr,Nagle disabled,70149734.4,0
139,IPerf,139,4,2,4,bbr,Nagle disabled,96678707.2,0
140,IPerf,140,5,2,4,bbr,Nagle disabled,109051904.0,0
141,IPerf,141,6,2,4,bbr,Nagle disabled,138412032.0,0
142,IPerf,142,7,2,4,bbr,Nagle disabled,174063616.0,0
143,IPerf,143,8,2,4,bbr,Nagle disabled,188743680.0,0
144,IPerf,144,1,3,4,bbr,Nagle disabled,19188940.8,0
145,IPerf,145,2,3,4,bbr,Nagle disabled,43096473.6,0
146,IPerf,146,3,3,4,bbr,Nagle disabled,67842867.2,0
147,IPerf,147,4,3,4,bbr,Nagle disabled,91435827.2,0
148,IPerf,148,5,3,4,bbr,Nagle disabled,120586240.0,0
149,IPerf,149,6,3,4,bbr,Nagle disabled,150994944.0,0
150,IPerf,150,7,3,4,bbr,Nagle disabled,165675008.0,0
151,IPerf,151,8,3,4,bbr,Nagle disabled,195035136.0,0
152,IPerf,152,1,4,4,bbr,Nagle disabled,19713228.8,0
153,IPerf,153,2,4,4,bbr,Nagle disabled,39741030.4,0
154,IPerf,154,3,4,4,bbr,Nagle disabled,63858278.4,0
155,IPerf,155,4,4,4,bbr,Nagle disabled,97832140.8,0
156,IPerf,156,5,4,4,bbr,Nagle disabled,117440512.0,0
157,IPerf,157,6,4,4,bbr,Nagle disabled,141557760.0,0
158,IPerf,158,7,4,4,bbr,Nagle disabled,165675008.0,0
159,IPerf,159,8,4,4,bbr,Nagle disabled,191889408.0,0
160,IPerf,160,1,5,4,bbr,Nagle disabled,19188940.8,0
161,IPerf,161,2,5,4,bbr,Nagle disabled,38273024.0,0
162,IPerf,162,3,5,4,bbr,Nagle disabled,59244544.0,0
163,IPerf,163,4,5,4,bbr,Nagle disabled,88290099.2,0
164,IPerf,164,5,5,4,bbr,Nagle disabled,114294784.0,0
165,IPerf,165,6,5,4,bbr,Nagle disabled,142606336.0,0
166,IPerf,166,7,5,4,bbr,Nagle disabled,163577856.0,0
167,IPerf,167,8,5,4,bbr,Nagle disabled,188743680.0,0
168,IPerf,168,1,6,4,bbr,Nagle disabled,19188940.8,0
169,IPerf,169,2,6,4,bbr,Nagle disabled,39111884.8,0
170,IPerf,170,3,6,4,bbr,Nagle disabled,58720256.0,0
171,IPerf,171,4,6,4,bbr,Nagle disabled,89338675.2,0
172,IPerf,172,5,6,4,bbr,Nagle disabled,112197632.0,0
173,IPerf,173,6,6,4,bbr,Nagle disabled,124780544.0,0
174,IPerf,174,7,6,4,bbr,Nagle disabled,160432128.0,0
175,IPerf,175,8,6,4,bbr,Nagle disabled,179306496.0,0
176,IPerf,176,1,7,4,bbr,Nagle disabled,19713228.8,0
177,IPerf,177,2,7,4,bbr,Nagle disabled,39741030.4,0
178,IPerf,178,3,7,4,bbr,Nagle disabled,62390272.0,0
179,IPerf,179,4,7,4,bbr,Nagle disabled,82522931.2,0
180,IPerf,180,5,7,4,bbr,Nagle disabled,109051904.0,0
181,IPerf,181,6,7,4,bbr,Nagle disabled,133169152.0,0
182,IPerf,182,7,7,4,bbr,Nagle disabled,150994944.0,0
183,IPerf,183,8,7,4,bbr,Nagle disabled,186646528.0,0
184,IPerf,184,1,8,4,bbr,Nagle disabled,18979225.6,0
185,IPerf,185,2,8,4,bbr,Nagle disabled,41209036.8,0
186,IPerf,186,3,8,4,bbr,Nagle disabled,62285414.4,0
187,IPerf,187,4,8,4,bbr,Nagle disabled,83466649.6,0
188,IPerf,188,5,8,4,bbr,Nagle disabled,108003328.0,0
189,IPerf,189,6,8,4,bbr,Nagle disabled,132120576.0,0
190,IPerf,190,7,8,4,bbr,Nagle disabled,162529280.0,0
191,IPerf,191,8,8,4,bbr,Nagle disabled,179306496.0,0
192,IPerf,192,1,1,8,bbr,Nagle disabled,19713228.8,0
193,IPerf,193,2,1,8,bbr,Nagle disabled,48444211.2,0
194,IPerf,194,3,1,8,bbr,Nagle disabled,74763468.8,0
195,IPerf,195,4,1,8,bbr,Nagle disabled,95944704.0,0
196,IPerf,196,5,1,8,bbr,Nagle disabled,126877696.0,0
197,IPerf,197,6,1,8,bbr,Nagle disabled,139460608.0,0
198,IPerf,198,7,1,8,bbr,Nagle disabled,176160768.0,0
199,IPerf,199,8,1,8,bbr,Nagle disabled,193986560.0,0
200,IPerf,200,1,2,8,bbr,Nagle disabled,21810380.8,0
201,IPerf,201,2,2,8,bbr,Nagle disabled,42991616.0,0
202,IPerf,202,3,2,8,bbr,Nagle disabled,63543705.6,0
203,IPerf,203,4,2,8,bbr,Nagle disabled,92064972.8,0
204,IPerf,204,5,2,8,bbr,Nagle disabled,120586240.0,0
205,IPerf,205,6,2,8,bbr,Nagle disabled,140509184.0,0
206,IPerf,206,7,2,8,bbr,Nagle disabled,154140672.0,0
207,IPerf,207,8,2,8,bbr,Nagle disabled,183500800.0,0
208,IPerf,208,1,3,8,bbr,Nagle disabled,19503513.6,0
209,IPerf,209,2,3,8,bbr,Nagle disabled,44145049.6,0
210,IPerf,210,3,3,8,bbr,Nagle disabled,59454259.2,0
211,IPerf,211,4,3,8,bbr,Nagle disabled,93008691.2,0
212,IPerf,212,5,3,8,bbr,Nagle disabled,122683392.0,0
213,IPerf,213,6,3,8,bbr,Nagle disabled,142606336.0,0
214,IPerf,214,7,3,8,bbr,Nagle disabled,174063616.0,0
215,IPerf,215,8,3,8,bbr,Nagle disabled,202375168.0,0
216,IPerf,216,1,4,8,bbr,Nagle disabled,18454937.6,0
217,IPerf,217,2,4,8,bbr,Nagle disabled,48129638.4,0
218,IPerf,218,3,4,8,bbr,Nagle disabled,65955430.4,0
219,IPerf,219,4,4,8,bbr,Nagle disabled,90806681.6,0
220,IPerf,220,5,4,8,bbr,Nagle disabled,121634816.0,0
221,IPerf,221,6,4,8,bbr,Nagle disabled,134217728.0,0
222,IPerf,222,7,4,8,bbr,Nagle disabled,167772160.0,0
223,IPerf,223,8,4,8,bbr,Nagle disabled,195035136.0,0
224,IPerf,224,1,5,8,bbr,Nagle disabled,19713228.8,0
225,IPerf,225,2,5,8,bbr,Nagle disabled,39111884.8,0
226,IPerf,226,3,5,8,bbr,Nagle disabled,59559116.8,0
227,IPerf,227,4,5,8,bbr,Nagle disabled,92589260.8,0
228,IPerf,228,5,5,8,bbr,Nagle disabled,108003328.0,0
229,IPerf,229,6,5,8,bbr,Nagle disabled,128974848.0,0
230,IPerf,230,7,5,8,bbr,Nagle disabled,166723584.0,0
231,IPerf,231,8,5,8,bbr,Nagle disabled,176160768.0,0
232,IPerf,232,1,6,8,bbr,Nagle disabled,19503513.6,0
233,IPerf,233,2,6,8,bbr,Nagle disabled,40265318.4,0
234,IPerf,234,3,6,8,bbr,Nagle disabled,64067993.6,0
235,IPerf,235,4,6,8,bbr,Nagle disabled,86717235.2,0
236,IPerf,236,5,6,8,bbr,Nagle disabled,117440512.0,0
237,IPerf,237,6,6,8,bbr,Nagle disabled,136314880.0,0
238,IPerf,238,7,6,8,bbr,Nagle disabled,148897792.0,0
239,IPerf,239,8,6,8,bbr,Nagle disabled,181403648.0,0
240,IPerf,240,1,7,8,bbr,Nagle disabled,19503513.6,0
241,IPerf,241,2,7,8,bbr,Nagle disabled,40370176.0,0
242,IPerf,242,3,7,8,bbr,Nagle disabled,68052582.4,0
243,IPerf,243,4,7,8,bbr,Nagle disabled,85563801.6,0
244,IPerf,244,5,7,8,bbr,Nagle disabled,114294784.0,0
245,IPerf,245,6,7,8,bbr,Nagle disabled,128974848.0,0
246,IPerf,246,7,7,8,bbr,Nagle disabled,163577856.0,0
247,IPerf,247,8,7,8,bbr,Nagle disabled,180355072.0,0
248,IPerf,248,1,8,8,bbr,Nagle disabled,20656947.2,0
249,IPerf,249,2,8,8,bbr,Nagle disabled,39845888.0,0
250,IPerf,250,3,8,8,bbr,Nagle disabled,59663974.4,0
251,IPerf,251,4,8,8,bbr,Nagle disabled,86822092.8,0
252,IPerf,252,5,8,8,bbr,Nagle disabled,113246208.0,0
253,IPerf,253,6,8,8,bbr,Nagle disabled,137363456.0,0
254,IPerf,254,7,8,8,bbr,Nagle disabled,164626432.0,0
255,IPerf,255,8,8,8,bbr,Nagle disabled,189792256.0,0
256,IPerf,256,1,1,16,bbr,Nagle disabled,19608371.2,0
257,IPerf,257,2,1,16,bbr,Nagle disabled,46242201.6,0
258,IPerf,258,3,1,16,bbr,Nagle disabled,68262297.6,0
259,IPerf,259,4,1,16,bbr,Nagle disabled,98146713.6,0
260,IPerf,260,5,1,16,bbr,Nagle disabled,117440512.0,0
261,IPerf,261,6,1,16,bbr,Nagle disabled,149946368.0,0
262,IPerf,262,7,1,16,bbr,Nagle disabled,180355072.0,0
263,IPerf,263,8,1,16,bbr,Nagle disabled,192937984.0,0
264,IPerf,264,1,2,16,bbr,Nagle disabled,20237516.8,0
265,IPerf,265,2,2,16,bbr,Nagle disabled,43620761.6,0
266,IPerf,266,3,2,16,bbr,Nagle disabled,66689433.6,0
267,IPerf,267,4,2,16,bbr,Nagle disabled,99195289.6,0
268,IPerf,268,5,2,16,bbr,Nagle disabled,116391936.0,0
269,IPerf,269,6,2,16,bbr,Nagle disabled,142606336.0,0
270,IPerf,270,7,2,16,bbr,Nagle disabled,173015040.0,0
271,IPerf,271,8,2,16,bbr,Nagle disabled,182452224.0,0
272,IPerf,272,1,3,16,bbr,Nagle disabled,20656947.2,0
273,IPerf,273,2,3,16,bbr,Nagle disabled,44564480.0,0
274,IPerf,274,3,3,16,bbr,Nagle disabled,68157440.0,0
275,IPerf,275,4,3,16,bbr,Nagle disabled,88394956.8,0
276,IPerf,276,5,3,16,bbr,Nagle disabled,126877696.0,0
277,IPerf,277,6,3,16,bbr,Nagle disabled,147849216.0,0
278,IPerf,278,7,3,16,bbr,Nagle disabled,175112192.0,0
279,IPerf,279,8,3,16,bbr,Nagle disabled,195035136.0,0
280,IPerf,280,1,4,16,bbr,Nagle disabled,19713228.8,0
281,IPerf,281,2,4,16,bbr,Nagle disabled,42572185.6,0
282,IPerf,282,3,4,16,bbr,Nagle disabled,68891443.2,0
283,IPerf,283,4,4,16,bbr,Nagle disabled,86612377.6,0
284,IPerf,284,5,4,16,bbr,Nagle disabled,115343360.0,0
285,IPerf,285,6,4,16,bbr,Nagle disabled,148897792.0,0
286,IPerf,286,7,4,16,bbr,Nagle disabled,161480704.0,0
287,IPerf,287,8,4,16,bbr,Nagle disabled,178257920.0,0
288,IPerf,288,1,5,16,bbr,Nagle disabled,20761804.8,0
289,IPerf,289,2,5,16,bbr,Nagle disabled,39111884.8,0
290,IPerf,290,3,5,16,bbr,Nagle disabled,58091110.4,0
291,IPerf,291,4,5,16,bbr,Nagle disabled,85144371.2,0
292,IPerf,292,5,5,16,bbr,Nagle disabled,106954752.0,0
293,IPerf,293,6,5,16,bbr,Nagle disabled,142606336.0,0
294,IPerf,294,7,5,16,bbr,Nagle disabled,163577856.0,0
295,IPerf,295,8,5,16,bbr,Nagle disabled,175112192.0,0
296,IPerf,296,1,6,16,bbr,Nagle disabled,21810380.8,0
297,IPerf,297,2,6,16,bbr,Nagle disabled,38273024.0,0
298,IPerf,298,3,6,16,bbr,Nagle disabled,59034828.8,0
299,IPerf,299,4,6,16,bbr,Nagle disabled,84934656.0,0
300,IPerf,300,5,6,16,bbr,Nagle disabled,108003328.0,0
301,IPerf,301,6,6,16,bbr,Nagle disabled,130023424.0,0
302,IPerf,302,7,6,16,bbr,Nagle disabled,153092096.0,0
303,IPerf,303,8,6,16,bbr,Nagle disabled,181403648.0,0
304,IPerf,304,1,7,16,bbr,Nagle disabled,18979225.6,0
305,IPerf,305,2,7,16,bbr,Nagle disabled,39845888.0,0
306,IPerf,306,3,7,16,bbr,Nagle disabled,58405683.2,0
307,IPerf,307,4,7,16,bbr,Nagle disabled,79272345.6,0
308,IPerf,308,5,7,16,bbr,Nagle disabled,106954752.0,0
309,IPerf,309,6,7,16,bbr,Nagle disabled,133169152.0,0
310,IPerf,310,7,7,16,bbr,Nagle disabled,166723584.0,0
311,IPerf,311,8,7,16,bbr,Nagle disabled,191889408.0,0
312,IPerf,312,1,8,16,bbr,Nagle disabled,20237516.8,0
313,IPerf,313,2,8,16,bbr,Nagle disabled,39845888.0,0
314,IPerf,314,3,8,16,bbr,Nagle disabled,58615398.4,0
315,IPerf,315,4,8,16,bbr,Nagle disabled,86088089.6,0
316,IPerf,316,5,8,16,bbr,Nagle disabled,111149056.0,0
317,IPerf,317,6,8,16,bbr,Nagle disabled,134217728.0,0
318,IPerf,318,7,8,16,bbr,Nagle disabled,157286400.0,0
319,IPerf,319,8,8,16,bbr,Nagle disabled,189792256.0,0
320,IPerf,320,1,1,32,bbr,Nagle disabled,18664652.8,0
321,IPerf,321,2,1,32,bbr,Nagle disabled,48863641.6,0
322,IPerf,322,3,1,32,bbr,Nagle disabled,68996300.8,0
323,IPerf,323,4,1,32,bbr,Nagle disabled,98146713.6,0
324,IPerf,324,5,1,32,bbr,Nagle disabled,125829120.0,0
325,IPerf,325,6,1,32,bbr,Nagle disabled,139460608.0,0
326,IPerf,326,7,1,32,bbr,Nagle disabled,168820736.0,0
327,IPerf,327,8,1,32,bbr,Nagle disabled,193986560.0,0
328,IPerf,328,1,2,32,bbr,Nagle disabled,19713228.8,0
329,IPerf,329,2,2,32,bbr,Nagle disabled,46242201.6,0
330,IPerf,330,3,2,32,bbr,Nagle disabled,62285414.4,0
331,IPerf,331,4,2,32,bbr,Nagle disabled,96468992.0,0
332,IPerf,332,5,2,32,bbr,Nagle disabled,120586240.0,0
333,IPerf,333,6,2,32,bbr,Nagle disabled,143654912.0,0
334,IPerf,334,7,2,32,bbr,Nagle disabled,157286400.0,0
335,IPerf,335,8,2,32,bbr,Nagle disabled,199229440.0,0
336,IPerf,336,1,3,32,bbr,Nagle disabled,21286092.8,0
337,IPerf,337,2,3,32,bbr,Nagle disabled,42572185.6,0
338,IPerf,338,3,3,32,bbr,Nagle disabled,65955430.4,0
339,IPerf,339,4,3,32,bbr,Nagle disabled,90387251.2,0
340,IPerf,340,5,3,32,bbr,Nagle disabled,116391936.0,0
341,IPerf,341,6,3,32,bbr,Nagle disabled,141557760.0,0
342,IPerf,342,7,3,32,bbr,Nagle disabled,174063616.0,0
343,IPerf,343,8,3,32,bbr,Nagle disabled,191889408.0,0
344,IPerf,344,1,4,32,bbr,Nagle disabled,22334668.8,0
345,IPerf,345,2,4,32,bbr,Nagle disabled,45088768.0,0
346,IPerf,346,3,4,32,bbr,Nagle disabled,69730304.0,0
347,IPerf,347,4,4,32,bbr,Nagle disabled,92589260.8,0
348,IPerf,348,5,4,32,bbr,Nagle disabled,125829120.0,0
349,IPerf,349,6,4,32,bbr,Nagle disabled,148897792.0,0
350,IPerf,350,7,4,32,bbr,Nagle disabled,173015040.0,0
351,IPerf,351,8,4,32,bbr,Nagle disabled,197132288.0,0
352,IPerf,352,1,5,32,bbr,Nagle disabled,22229811.2,0
353,IPerf,353,2,5,32,bbr,Nagle disabled,43515904.0,0
354,IPerf,354,3,5,32,bbr,Nagle disabled,64906854.4,0
355,IPerf,355,4,5,32,bbr,Nagle disabled,84620083.2,0
356,IPerf,356,5,5,32,bbr,Nagle disabled,116391936.0,0
357,IPerf,357,6,5,32,bbr,Nagle disabled,136314880.0,0
358,IPerf,358,7,5,32,bbr,Nagle disabled,162529280.0,0
359,IPerf,359,8,5,32,bbr,Nagle disabled,192937984.0,0
360,IPerf,360,1,6,32,bbr,Nagle disabled,19713228.8,0
361,IPerf,361,2,6,32,bbr,Nagle disabled,38168166.4,0
362,IPerf,362,3,6,32,bbr,Nagle disabled,58510540.8,0
363,IPerf,363,4,6,32,bbr,Nagle disabled,85668659.2,0
364,IPerf,364,5,6,32,bbr,Nagle disabled,105906176.0,0
365,IPerf,365,6,6,32,bbr,Nagle disabled,134217728.0,0
366,IPerf,366,7,6,32,bbr,Nagle disabled,159383552.0,0
367,IPerf,367,8,6,32,bbr,Nagle disabled,177209344.0,0
368,IPerf,368,1,7,32,bbr,Nagle disabled,19608371.2,0
369,IPerf,369,2,7,32,bbr,Nagle disabled,41313894.4,0
370,IPerf,370,3,7,32,bbr,Nagle disabled,60817408.0,0
371,IPerf,371,4,7,32,bbr,Nagle disabled,81369497.6,0
372,IPerf,372,5,7,32,bbr,Nagle disabled,117440512.0,0
373,IPerf,373,6,7,32,bbr,Nagle disabled,144703488.0,0
374,IPerf,374,7,7,32,bbr,Nagle disabled,161480704.0,0
375,IPerf,375,8,7,32,bbr,Nagle disabled,189792256.0,0
376,IPerf,376,1,8,32,bbr,Nagle disabled,19084083.2,0
377,IPerf,377,2,8,32,bbr,Nagle disabled,38902169.6,0
378,IPerf,378,3,8,32,bbr,Nagle disabled,61236838.4,0
379,IPerf,379,4,8,32,bbr,Nagle disabled,86717235.2,0
380,IPerf,380,5,8,32,bbr,Nagle disabled,108003328.0,0
381,IPerf,381,6,8,32,bbr,Nagle disabled,141557760.0,0
382,IPerf,382,7,8,32,bbr,Nagle disabled,162529280.0,0
383,IPerf,383,8,8,32,bbr,Nagle disabled,190840832.0,0
384,IPerf,384,1,1,64,bbr,Nagle disabled,37473589657.6,0
385,IPerf,385,2,1,64,bbr,Nagle disabled,44775034060.8,0
386,IPerf,386,3,1,64,bbr,Nagle disabled,42842298777.6,0
387,IPerf,387,4,1,64,bbr,Nagle disabled,18038862643.2,0
388,IPerf,388,5,1,64,bbr,Nagle disabled,15891378995.2,0
389,IPerf,389,6,1,64,bbr,Nagle disabled,15784004812.8,0
390,IPerf,390,7,1,64,bbr,Nagle disabled,12884901888.0,0
391,IPerf,391,8,1,64,bbr,Nagle disabled,17394617548.8,0
392,IPerf,392,1,2,64,bbr,Nagle disabled,38010460569.6,0
393,IPerf,393,2,2,64,bbr,Nagle disabled,75698798592.0,0
394,IPerf,394,3,2,64,bbr,Nagle disabled,79564269158.4,0
395,IPerf,395,4,2,64,bbr,Nagle disabled,79242146611.2,0
